224.0903311,0.0078125,1.214E-009,0.847654112
227.0898301,0.0078125,2.231E-009,1.452416576
236.0883302,0.007874016,1.065E-009,0.603458967
241.0943305,0.007874016,1.549E-009,1.643183309
242.0883311,0.0078125,1.363E-009,0.423077663
250.0918311,0.0078125,1.427E-009,0.250551504
255.0888303,0.007874016,1.611E-009,2.059849307
267.0953305,0.0078125,1.667E-009,-1.92292392
273.0938305,0.0078125,1.696E-009,1.386921737
274.0913311,0.0078125,1.135E-009,1.289791857
289.0933304,0.007874016,1.235E-009,-1.036860139
295.0938307,0.0078125,1.809E-009,-2.7690218
299.0898307,0.0078125,1.89E-009,0.041130736
302.0888309,0.0078125,1.524E-009,0.416862919
303.0903304,0.0078125,1.852E-009,1.135817312
312.0928309,0.0078125,1.517E-009,0.606417097
315.0933307,0.0078125,1.83E-009,0.208774988
318.0958309,0.0078125,1.662E-009,0.032713692
321.0888307,0.0078125,1.411E-009,1.417441562
324.096831,0.0078125,1.504E-009,0.28911371
325.0958307,0.0078125,1.784E-009,0.450644729
332.0948311,0.0078125,1.494E-009,0.08768589
338.092831,0.0078125,1.485E-009,0.263624146
342.0918312,0.0078125,1.277E-009,0.480927464
347.0928309,0.0078125,1.578E-009,0.237740718
370.0898313,0.0078125,1.343E-009,0.008423821
373.0898303,0.0078125,1.769E-009,1.648144972
389.0963308,0.007874016,1.063E-009,2.174581002
393.0958307,0.0078125,1.816E-009,0.27282892
396.0923315,0.0078125,0.000000001,0.447574956
397.0973303,0.0078125,1.881E-009,1.489681624
402.0913316,0.0078125,0.000000001,0.411527257
404.0923312,0.0078125,1.332E-009,0.301611241
407.0933302,0.0078125,2.053E-009,-2.003987642
410.0928313,0.0078125,0.000000001,1.103117494
411.0958306,0.0078125,2.098E-009,0.058805501
430.5426195,0.002403846,0.000000001,0.730276821
430.5466195,0.002403846,0.000000001,0.730035868
430.5486195,0.002403846,0.000000001,0.72991539
439.0933303,0.007874016,1.115E-009,-1.143845739
445.0963303,0.0078125,2.445E-009,0.575147842
451.0968302,0.007874016,1.194E-009,-3.456822261
457.0953302,0.0078125,2.579E-009,0.399857104
468.091831,0.007874016,1.136E-009,1.514381938
469.0943311,0.007874016,0.000000001,1.744382005
475.0958302,0.0078125,2.79E-009,0.143670746
477.0913302,0.0078125,2.814E-009,0.115921888
479.0898299,0.007874016,2.293E-009,-1.778172063
483.09533,0.0078125,2.91E-009,0.826467552
484.0958309,0.007874016,1.085E-009,1.844797012
491.0943299,0.0078125,2.936E-009,-2.17199238
493.08933,0.0078125,2.942E-009,0.915134104
495.0888307,0.0078125,1.945E-009,0.094093705
497.09333,0.0078125,3.061E-009,0.780586957
501.0908301,0.007874016,1.889E-009,-1.934571347
513.0928298,0.007874016,1.711E-009,-0.435391477
517.08883,0.0078125,3.313E-009,0.466539424
521.0918298,0.0078125,2.761E-009,-1.659202592
525.0913298,0.0078125,3.05E-009,1.637607231
535.09183,0.0078125,3.418E-009,0.134225421
535.0948298,0.0078125,3.537E-009,1.143525567
539.0973297,0.0078125,3.121E-009,-3.444140585
547.0908298,0.0078125,3.558E-009,0.800727243
549.0933298,0.0078125,4.088E-009,0.354942683
550.0913314,0.0078125,0.000000001,-2.082929256
551.09533,0.0078125,3.228E-009,0.439937847
562.0933313,0.0078125,1.099E-009,0.770984247
570.0888312,0.0078125,1.178E-009,0.656606665
575.3958296,0.0078125,0,0.48862272
576.0958314,0.0078125,1.106E-009,0.505463718
585.5953314,0.0078125,1.121E-009,0.420275693
595.0963301,0.0078125,3.137E-009,0.146380984
595.5963314,0.0078125,1.208E-009,0.087158158
